SMILES,PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_CID_ASSOCIATIONS,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
O=C([O-])CCCCCCCCCCCc1ccccc1,0,0,24824146,3,MLSMR,MLS001048967,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66550
MLSMR_COMPOUND_CLASS: NP","MLS001048967
SMR000386988",MLS001048967,http://mlsmr.evotec.com/MLSMR_HomePage/,151922  1,0.6111111111111112,275.4119999999999,1,6,0,6,6,0.0,1.0,1.0,0.3,1,0
Cc1cc(=O)oc2cc(OC(=O)c3ccccc3)ccc12,0,0,24824145,3,MLSMR,MLS001048963,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-01667
MLSMR_COMPOUND_CLASS: NP","MLS001048963
SMR000386986",MLS001048963,http://mlsmr.evotec.com/MLSMR_HomePage/,827944  1,0.058823529411764705,280.279,3,18,1,17,16,0.125,1.5,1.125,0.7619047619047619,2,0
c1ccc2nc(-c3ccc4c(c3)OCO4)ccc2c1,0,0,24824143,3,MLSMR,MLS001048989,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-02562
MLSMR_COMPOUND_CLASS: NP","MLS001048989
SMR000387040",MLS001048989,http://mlsmr.evotec.com/MLSMR_HomePage/,360322  1,0.0625,249.269,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,1.0,2,0
CC(=O)Oc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1,0,0,24824142,3,MLSMR,MLS001049043,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-08402
MLSMR_COMPOUND_CLASS: NP","MLS001049043
SMR000387028",MLS001049043,http://mlsmr.evotec.com/MLSMR_HomePage/,268208  1,0.1111111111111111,294.30600000000004,3,18,1,17,16,0.125,1.5,1.125,0.7272727272727273,2,0
COc1ccc2c(c1O)C(=O)c1ccccc1C2=O,0,0,24824141,3,MLSMR,MLS001049042,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-33834
MLSMR_COMPOUND_CLASS: NP","MLS001049042
SMR000387052",MLS001049042,http://mlsmr.evotec.com/MLSMR_HomePage/,80103  1,0.06666666666666667,254.241,3,18,2,16,14,0.2857142857142857,3.0,1.2857142857142858,0.7368421052631579,1,0
O=c1oc2cc(O)ccc2c2ccccc12,0,0,24824140,3,MLSMR,MLS001049038,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-01151
MLSMR_COMPOUND_CLASS: DC NP","3-Hydroxy-benzo[c]chromen-6-one
MLS001049038
SMR000125059",MLS001049038,http://mlsmr.evotec.com/MLSMR_HomePage/,5380406  1,0.0,212.204,3,18,2,16,14,0.2857142857142857,3.0,1.2857142857142858,0.875,1,0
O=c1cc(-c2ccc(O)cc2)oc2ccccc12,0,0,24824139,3,MLSMR,MLS001049036,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-33103
MLSMR_COMPOUND_CLASS: NP","MLS001049036
SMR000387049",MLS001049036,http://mlsmr.evotec.com/MLSMR_HomePage/,229016  1,0.0,238.24200000000002,3,18,1,17,16,0.125,1.5,1.125,0.8888888888888888,2,0
COc1c2c(cc3c1OCO3)CC[N+](C)=C2,0,0,24824138,3,MLSMR,MLS001049035,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-10845
MLSMR_COMPOUND_CLASS: NP
SALT: 1 iodide ion
MLSMR_EXCLUDED_FUNCTIONALITY_unacceptable-atoms","MLS001049035
SMR000387019",MLS001049035,http://mlsmr.evotec.com/MLSMR_HomePage/,"14432812  1
24841  2
160909  2",0.4166666666666667,220.24799999999996,3,17,2,15,13,0.3076923076923077,3.0,1.3076923076923077,0.8125,1,0
COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0,0,24824136,3,MLSMR,MLS001049041,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-10456
MLSMR_COMPOUND_CLASS: NP","MLS001049041
SMR000387029",MLS001049041,http://mlsmr.evotec.com/MLSMR_HomePage/,5281954  1,0.0625,268.26800000000003,3,18,1,17,16,0.125,1.5,1.125,0.8,2,0
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,0,0,24824135,3,MLSMR,MLS001049077,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-10351
MLSMR_COMPOUND_CLASS: NP","EUGENYL BENZOATE
MLS001049077
SMR000386915",MLS001049077,http://mlsmr.evotec.com/MLSMR_HomePage/,62362  1,0.11764705882352941,268.312,2,12,0,12,12,0.0,1.0,1.0,0.6,2,0
CN1CC(CO)C=C2c3cccc4[nH]cc(c34)CC21,0,0,24824134,3,MLSMR,MLS001049075,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-14292
MLSMR_COMPOUND_CLASS: NP","MLS001049075
SMR000386913",MLS001049075,http://mlsmr.evotec.com/MLSMR_HomePage/,14987  1,0.375,254.33299999999997,4,23,4,19,16,0.5,4.0,1.4375,0.8421052631578947,1,2
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0,0,24824133,3,MLSMR,MLS001049073,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-50548
MLSMR_COMPOUND_CLASS: NP","MLS001049073
SMR000386911",MLS001049073,http://mlsmr.evotec.com/MLSMR_HomePage/,6604199  1,0.8,281.352,2,12,0,12,12,0.0,1.0,1.0,0.6,2,4
COc1cc(=O)n(C)c2c(O)cccc12,0,0,24824132,3,MLSMR,MLS001049070,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-54762
MLSMR_COMPOUND_CLASS: NP","MLS001049070
SMR000386908",MLS001049070,http://mlsmr.evotec.com/MLSMR_HomePage/,776146  1,0.18181818181818182,205.213,2,12,1,11,10,0.2,2.0,1.2,0.6666666666666666,1,0
COc1cc2c(cc1OC)C(C)=[NH+]CC2,0,0,24824131,3,MLSMR,MLS001049069,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-15794
MLSMR_COMPOUND_CLASS: NP","MLS001049069
SMR000386907",MLS001049069,http://mlsmr.evotec.com/MLSMR_HomePage/,22652  1,0.4166666666666667,206.26499999999993,2,12,1,11,10,0.2,2.0,1.2,0.6666666666666666,1,0
COc1ccc(-c2oc3cc(OC)c(O)c(OC)c3c(=O)c2OC)cc1O,0,0,24824130,3,MLSMR,MLS001049065,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-03439
MLSMR_COMPOUND_CLASS: NP","MLS001049065
SMR000386903",MLS001049065,http://mlsmr.evotec.com/MLSMR_HomePage/,389316  1,0.21052631578947367,374.34500000000014,3,18,1,17,16,0.125,1.5,1.125,0.5925925925925926,2,0
CCCCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccccc12,0,0,24824129,3,MLSMR,MLS001049060,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-05374
MLSMR_COMPOUND_CLASS: NP","MLS001049060
SMR000386898",MLS001049060,http://mlsmr.evotec.com/MLSMR_HomePage/,3726592  1,0.6538461538461539,398.63500000000033,2,11,1,10,9,0.2222222222222222,2.0,1.2222222222222223,0.3103448275862069,1,0
Cn1ccc([O-])c(C#N)c1=O,0,0,24824128,3,MLSMR,MLS001048959,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-17679
MLSMR_COMPOUND_CLASS: NP","MLS001048959
SMR000386982",MLS001048959,http://mlsmr.evotec.com/MLSMR_HomePage/,54686421  1,0.14285714285714285,149.12899999999996,1,6,0,6,6,0.0,1.0,1.0,0.5454545454545454,1,0
CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,0,0,24824127,3,MLSMR,MLS001049002,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: BB_NC-1574
MLSMR_COMPOUND_CLASS: NP","MLS001049002
SMR000387041",MLS001049002,http://mlsmr.evotec.com/MLSMR_HomePage/,160254  1,0.47368421052631576,296.366,4,23,3,20,17,0.35294117647058826,4.0,1.3529411764705883,0.7727272727272727,1,1
COc1cc2c(cc1OC)C[N+](C)(C)CC2,0,0,24824126,3,MLSMR,MLS001048991,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-36179
MLSMR_COMPOUND_CLASS: NP
SALT: 1 iodide ion
MLSMR_EXCLUDED_FUNCTIONALITY_benzylic-quaternary-nitrogen
MLSMR_EXCLUDED_FUNCTIONALITY_unacceptable-atoms","MLS001048991
SMR000387037",MLS001048991,http://mlsmr.evotec.com/MLSMR_HomePage/,"15557180  1
22669  2
24841  2",0.5384615384615384,222.30799999999996,2,12,1,11,10,0.2,2.0,1.2,0.625,1,0
COc1ccc2c(c1)oc(=O)c1ccccc12,0,0,24824124,3,MLSMR,MLS001049028,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK2S-12648
MLSMR_COMPOUND_CLASS: NP","MLS001049028
SMR000387031",MLS001049028,http://mlsmr.evotec.com/MLSMR_HomePage/,682195  1,0.07142857142857142,226.231,3,18,2,16,14,0.2857142857142857,3.0,1.2857142857142858,0.8235294117647058,1,0
COc1c2[nH]c3occc3c(OC)c-2ccc1=O,0,0,24824123,3,MLSMR,MLS001049015,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-09881
MLSMR_COMPOUND_CLASS: NP","MLS001049015
SMR000387023",MLS001049015,http://mlsmr.evotec.com/MLSMR_HomePage/,165368  1,0.15384615384615385,245.23399999999998,3,17,2,15,13,0.3076923076923077,3.0,1.3076923076923077,0.7222222222222222,1,0
CC(=O)Oc1ccc2ccc(=O)oc2c1,0,0,24824122,3,MLSMR,MLS001049006,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-06014
MLSMR_COMPOUND_CLASS: NP","MLS001049006
SMR000387017",MLS001049006,http://mlsmr.evotec.com/MLSMR_HomePage/,928228  1,0.09090909090909091,204.18099999999998,2,12,1,11,10,0.2,2.0,1.2,0.6666666666666666,1,0
Cc1ccccc1NCCNc1ccccc1C,0,0,24824121,3,MLSMR,MLS001049000,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1S-40444
MLSMR_COMPOUND_CLASS: DC NP","(2-methylphenyl){2-[(2-methylphenyl)amino]ethyl}amine
MLS001049000
SMR000137116",MLS001049000,http://mlsmr.evotec.com/MLSMR_HomePage/,66759  1,0.25,240.34999999999997,2,12,0,12,12,0.0,1.0,1.0,0.6666666666666666,2,0
COc1cc(OC)c2c(-c3ccccc3)cc(=O)oc2c1,0,0,24824120,3,MLSMR,MLS001049018,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-07666
MLSMR_COMPOUND_CLASS: NP","MLS001049018
SMR000387032",MLS001049018,http://mlsmr.evotec.com/MLSMR_HomePage/,701671  1,0.11764705882352941,282.2950000000001,3,18,1,17,16,0.125,1.5,1.125,0.7619047619047619,2,0
COc1cc2c(cc1OC)C(=O)N(C)CC2,0,0,24824119,3,MLSMR,MLS001049023,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-30621
MLSMR_COMPOUND_CLASS: NP","MLS001049023
SMR000387036",MLS001049023,http://mlsmr.evotec.com/MLSMR_HomePage/,303906  1,0.4166666666666667,221.25599999999997,2,12,1,11,10,0.2,2.0,1.2,0.625,1,0
[NH3+]C(CO)C(O)c1ccc([N+](=O)[O-])cc1,0,0,24824118,3,MLSMR,MLS001049025,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1S-54934
MLSMR_COMPOUND_CLASS: NP","MLS001049025
SMR000387020",MLS001049025,http://mlsmr.evotec.com/MLSMR_HomePage/,92743  1,0.3333333333333333,213.21300000000002,1,6,0,6,6,0.0,1.0,1.0,0.4,1,2
O=c1cc([O-])c2ccc(O)cc2o1,0,0,24824104,3,MLSMR,MLS001049063,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-11052
MLSMR_COMPOUND_CLASS: NP","MLS001049063
SMR000386901",MLS001049063,http://mlsmr.evotec.com/MLSMR_HomePage/,54679630  1,0.0,177.135,2,12,1,11,10,0.2,2.0,1.2,0.7692307692307693,1,0
Cn1cnc2c(NCc3ccco3)ncnc21,0,0,24824102,3,MLSMR,MLS001048873,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-44645
MLSMR_COMPOUND_CLASS: NP","MLS001048873
SMR000387077",MLS001048873,http://mlsmr.evotec.com/MLSMR_HomePage/,221107  1,0.18181818181818182,229.243,3,16,1,15,14,0.14285714285714285,1.5,1.1428571428571428,0.8235294117647058,2,0
O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,0,0,24824101,3,MLSMR,MLS001048869,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK4S-97844
MLSMR_COMPOUND_CLASS: NP","MLS001048869
SMR000387072",MLS001048869,http://mlsmr.evotec.com/MLSMR_HomePage/,81124  1,0.0,249.26900000000003,3,18,1,17,16,0.125,1.5,1.125,0.8421052631578947,2,0
NC(=O)c1c[nH]c2ccccc12,0,0,24824100,3,MLSMR,MLS001048867,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66584
MLSMR_COMPOUND_CLASS: NP","MLS001048867
SMR000387070",MLS001048867,http://mlsmr.evotec.com/MLSMR_HomePage/,2192542  1,0.0,160.176,2,11,1,10,9,0.2222222222222222,2.0,1.2222222222222223,0.75,1,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0,0,24824099,3,MLSMR,MLS001048863,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-47655
MLSMR_COMPOUND_CLASS: NP","MLS001048863
SMR000387068",MLS001048863,http://mlsmr.evotec.com/MLSMR_HomePage/,164676  1,0.3684210526315789,294.35,4,23,3,20,17,0.35294117647058826,4.0,1.3529411764705883,0.7727272727272727,1,0
CC(Cc1c[nH]c2ccccc12)C(=O)[O-],0,0,24824098,3,MLSMR,MLS001048862,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK4S-50540
MLSMR_COMPOUND_CLASS: NP","MLS001048862
SMR000387067",MLS001048862,http://mlsmr.evotec.com/MLSMR_HomePage/,2772042  1,0.25,202.233,2,11,1,10,9,0.2222222222222222,2.0,1.2222222222222223,0.6,1,1
COc1ccc2ccc(=O)oc2c1CC=C(C)C,0,0,24824097,3,MLSMR,MLS001048988,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-27337
MLSMR_COMPOUND_CLASS: NP","MLS001048988
Osthol
SMR000156202",MLS001048988,http://mlsmr.evotec.com/MLSMR_HomePage/,10228  1,0.26666666666666666,244.28999999999996,2,12,1,11,10,0.2,2.0,1.2,0.5555555555555556,1,0
CCOc1ccccc1C(=O)NCC(=O)[O-],0,0,24824096,3,MLSMR,MLS001049057,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1S-64832
MLSMR_COMPOUND_CLASS: NP","MLS001049057
SMR000386895",MLS001049057,http://mlsmr.evotec.com/MLSMR_HomePage/,748023  1,0.2727272727272727,222.21999999999997,1,6,0,6,6,0.0,1.0,1.0,0.375,1,0
COc1ccc(-c2cc(=O)c3cc(OC)ccc3o2)cc1,0,0,24824095,3,MLSMR,MLS001049126,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-19933
MLSMR_COMPOUND_CLASS: NP","MLS001049126
SMR000386953",MLS001049126,http://mlsmr.evotec.com/MLSMR_HomePage/,688670  1,0.11764705882352941,282.2950000000001,3,18,1,17,16,0.125,1.5,1.125,0.7619047619047619,2,0
CCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,0,0,24824094,3,MLSMR,MLS001049086,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK2S-08727
MLSMR_COMPOUND_CLASS: NP","MLS001049086
SMR000386922",MLS001049086,http://mlsmr.evotec.com/MLSMR_HomePage/,73015  1,0.4444444444444444,212.20499999999996,1,6,0,6,6,0.0,1.0,1.0,0.4,1,0
C[N+](C)(C)CCc1ccc(O)cc1,0,0,24824093,3,MLSMR,MLS001048976,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-09195
MLSMR_COMPOUND_CLASS: NP
SALT: 1 iodide ion","MLS001048976
SMR000386994",MLS001048976,http://mlsmr.evotec.com/MLSMR_HomePage/,"15127809  1
23135  2
24841  2",0.45454545454545453,180.27099999999996,1,6,0,6,6,0.0,1.0,1.0,0.46153846153846156,1,0
CCCCCc1c2c(cc(O)c1C(=O)[O-])OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,0,0,24824092,3,MLSMR,MLS001049101,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-26239
MLSMR_COMPOUND_CLASS: NP","MLS001049101
SMR000386933",MLS001049101,http://mlsmr.evotec.com/MLSMR_HomePage/,73157  1,0.4,455.4830000000004,3,19,2,17,15,0.26666666666666666,3.0,1.2666666666666666,0.45454545454545453,1,0
COC(=O)c1ccc2c(c1[O-])C(=O)c1ccccc1C2=O,0,0,24824091,3,MLSMR,MLS001049125,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK5S-54882
MLSMR_COMPOUND_CLASS: DC NP","1-Hydroxy-9,10-dioxo-9,10-dihydro-anthracene-2-carboxylic acid methyl ester
MLS001049125
SMR000122894",MLS001049125,http://mlsmr.evotec.com/MLSMR_HomePage/,2870897  1,0.0625,281.243,3,18,2,16,14,0.2857142857142857,3.0,1.2857142857142858,0.6666666666666666,1,0
COc1cc2cccc(OC)c(=O)c2c(OC)c1OC,0,0,24824089,3,MLSMR,MLS001048925,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67642
MLSMR_COMPOUND_CLASS: NP","MLS001048925
SMR000387113",MLS001048925,http://mlsmr.evotec.com/MLSMR_HomePage/,234873  1,0.26666666666666666,276.288,2,13,1,12,11,0.18181818181818182,2.0,1.1818181818181819,0.55,1,0
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1[NH+]2C,0,0,24824088,3,MLSMR,MLS001048924,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-68258
MLSMR_COMPOUND_CLASS: NP
SALT: 1 hydrogen chloride","MLS001048924
SMR000387112",MLS001048924,http://mlsmr.evotec.com/MLSMR_HomePage/,"517282  1
313  2
2826  2",0.5294117647058824,304.366,3,17,2,15,14,0.2857142857142857,1.5,1.2142857142857142,0.6363636363636364,2,5
COc1cc(C(=O)[O-])c2ccccc2n1,0,0,24824087,3,MLSMR,MLS001048920,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66624
MLSMR_COMPOUND_CLASS: DC NP","MLS001048920
SMR000277996",MLS001048920,http://mlsmr.evotec.com/MLSMR_HomePage/,1130354  1,0.09090909090909091,202.189,2,12,1,11,10,0.2,2.0,1.2,0.6666666666666666,1,0
COc1cc2c(cc1OC)C(C)[NH+](Cc1ccc3c(c1)OCO3)CC2,0,0,24824086,3,MLSMR,MLS001048918,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66646
MLSMR_COMPOUND_CLASS: NP","MLS001048918
SMR000387109",MLS001048918,http://mlsmr.evotec.com/MLSMR_HomePage/,16195645  1,0.4,342.4150000000001,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.76,2,2
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,0,0,24824085,3,MLSMR,MLS001048917,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-65912
MLSMR_COMPOUND_CLASS: NP","MLS001048917
SMR000387108",MLS001048917,http://mlsmr.evotec.com/MLSMR_HomePage/,72300  1,0.1111111111111111,266.34,2,12,0,12,12,0.0,1.0,1.0,0.6,2,0
CCCCCCCCCCCC(=O)c1c(O)cccc1O,0,0,24824084,3,MLSMR,MLS001048914,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66516
MLSMR_COMPOUND_CLASS: NP","MLS001048914
SMR000387105",MLS001048914,http://mlsmr.evotec.com/MLSMR_HomePage/,365016  1,0.6111111111111112,292.419,1,6,0,6,6,0.0,1.0,1.0,0.2857142857142857,1,0
CCC(=O)c1ccc(OC)c(OC)c1,0,0,24824083,3,MLSMR,MLS001048910,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66506
MLSMR_COMPOUND_CLASS: NP","MLS001048910
SMR000387103",MLS001048910,http://mlsmr.evotec.com/MLSMR_HomePage/,15781  1,0.36363636363636365,194.22999999999993,1,6,0,6,6,0.0,1.0,1.0,0.42857142857142855,1,0
